,id,plan_name,date_added,suggested_by,url,plan_resolution,planning_method,aquisition,easement,stewardship,habit,water_quality,resource_species,community_resilience,gulf_economy,code,related_state,status,is_new,existing_planid,username
216,559,Florida Forever Work Plan Annual Update 2017,2018-02-27,FL Fish and Wildlife Conservation Commission,http://apps.sfwmd.gov/sfwmd/SFER/2017_sfer_final/v2/chapters/v2_ch6a.pdf#,geopolitical,NULL,yes,yes,NULL,summarizes acquisitions that occurred in fiscal year 2015-2016,NULL,NULL,NULL,NULL,REG,,,,,
217,560,Southern Water Use Caution Area Recovery Strategy Five-Year Assessment for FY2007-2011,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.swfwmd.state.fl.us/sites/default/files/medias/documents/SWUCA_Assessment.pdf,geomorpholoigcal,NULL,yes,NULL,yes,NULL,5 year assessment of the recovery strategy,NULL,NULL,NULL,REG,,,,,
218,561,Strategic Plan 2015–2019 (updated October 2016),2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.swfwmd.state.fl.us/about/strategic-plan/assets/StrategicPlan.pdf#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
219,562,"St. Andrew Stormwater Management Plan - Collection, Organization, Options, and Prioritization (COOP) Project",2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.baybest.org/friends-of-st-andrews-bay-publications/#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
220,563,Everglades Multi-Species Avian Ecology and Restoration Review: Summary of Findings and Recommendations,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.fws.gov/verobeach/CERPPDFs/Everglades2007SummaryandConclusionsReport1.pdf,geopolitical,NULL,NULL,NULL,yes,fire management and protect habitats,water management,"restore ecosystems, prevent extinction of critically endagered species (cape sable seaside sparrow, snail kite, woodstork, and roseate spoonbill)",NULL,NULL,REG,,,,,
221,564,Aucilla River System Surface Water Improvement and Management Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.mysuwanneeriver.com/DocumentCenter/View/12025/Coastal-Rivers-Basin-SWIM-Plan?bidId=,geomorphological,NULL,yes,yes,yes,conservation and restoration,"monitor, data collection, research","monitor and data collection and research, remove invasive species, protect imperiled species","recreation management, education and outreach",NULL,REG,,,,,
222,565,Coastal Rivers Basin Surface Water Improvement and Management (SWIM) Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.mysuwanneeriver.com/DocumentCenter/View/12025#,geomorphological,NULL,yes,yes,yes,conservation and restoration,"monitor, data collection, research","monitor and data collection and research, remove invasive species, protect imperiled species","recreation management, education and outreach",NULL,REG,,,,,
223,566,"Waccasassa River Watershed Management Plan, Surface Water Improvement and Management Program",2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.mysuwanneeriver.com/DocumentCenter/View/12025/Coastal-Rivers-Basin-SWIM-Plan?bidId=,geomorphological,NULL,yes,yes,yes,conservation and restoration,"monitor, data collection, research","monitor and data collection and research, remove invasive species, protect imperiled species","recreation management, education and outreach",NULL,REG,,,,,
224,567,Consolidated Annual Report,2018-02-27,FL Fish and Wildlife Conservation Commission,http://fl-suwanneeriver.civicplus.com/DocumentCenter/Home/View/10685#,geomorphological,NULL,NULL,NULL,yes,NULL,summary of 7 plans,NULL,NULL,NULL,REG,,,,,
225,568,Florida Forever Work Plan 2015 Annual Update,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.srwmd.state.fl.us/DocumentCenter/Home/View/10659#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
226,569,SRWMD 2016-2018 MFL Priority List,2018-02-27,FL Fish and Wildlife Conservation Commission,http://fl-suwanneeriver.civicplus.com/DocumentCenter/Home/View/87#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
227,570,Strategic Plan 2016-2020,2018-02-27,FL Fish and Wildlife Conservation Commission,http://fl-suwanneeriver.civicplus.com/DocumentCenter/Home/View/381#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
228,571,Water Supply Assessment,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.mysuwanneeriver.com/DocumentCenter/View/15162/2015-2035-Water-Supply-Assessment-PDF,geomorphological,NULL,yes,NULL,yes,NULL,assess the potential impacts of current and future water supply needs and water supplies on the environmental systems throughout the District,NULL,NULL,NULL,REG,,,,,
229,572,Charting the Course - Tampa Bay,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.tampabay.wateratlas.usf.edu/upload/documents/192_tbep_ccmp_2017-web.pdf,geomorphological,NULL,yes,yes,yes,restore and protect habitat,"water quality, reduce pollution, reduce pathogens","maintain seagrass, reduce dredging impacts, reduce invasive species",education and outreach,NULL,CH,,,,,
230,573,Southwest Florida Regional Ecosystem Restoration Plan: Joint Florida Gulf National Estuary Programs,2018-02-27,FL Fish and Wildlife Conservation Commission,https://myescambia.com/docs/default-source/sharepoint-natural-resources-management/RESTORE/Meetings/5-6-2013/southwest-florida-regional-ecosystem-restoration-plan.pdf?sfvrsn=9f000094_3,geopolitical,NULL,yes,yes,yes,restore habitats,restore water quality,replenish and protect living coastal and marine resources,enhance community resilience,restore and revitalize the Gulf economy,REG,,,,,
231,574,Tampa Bay Comprehensive Economic Development Strategy,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.tbrpc.org/wp-content/uploads/Approved-2017-Full-CEDS-Update.pdf,geopolitical,NULL,NULL,NULL,yes,NULL,NULL,sustainable use of natural resources,"promote jobs, education and outreach",enhance and support the tampa bay economy ,CH,,,,,
232,575,Apalachicola-St. Marks Community-Based Watershed Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.nature.org/content/dam/tnc/nature/en/documents/ApalachicolaStMarksCommunity-BaseWatershedPlan2014_Final.pdf,geomorphological,NULL,yes,NULL,yes,protect and restore habitat,"reduce nutrient loading, reduce impacts to groundwater, reduce sedimentation",NULL,"increase cooperation and coordination, education and outreach",increase economic diversification ,REG,,,,,
233,576,Choctawhatchee Bay Community-Based Watershed Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.nature.org/content/dam/tnc/nature/en/documents/ChoctawhatcheeBayCommunity-BaseWatershedPlan2014_Final.pdf,geomorphological,NULL,yes,NULL,yes,protect and restore habitat,"reduce nutrient loading, reduce impacts to groundwater, reduce sedimentation",NULL,"increase cooperation and coordination, education and outreach",increase economic diversification ,CH,,,,,
234,577,Pensacola Bay Community-Based Watershed Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,http://myescambia.com/sites/myescambia.com/files/pages/2013/Mar/RESTORE Advisory Committee/Pensacola_FINAL.PDF#,geomorphological,NULL,yes,NULL,yes,protect and restore habitat,"reduce nutrient loading, reduce impacts to groundwater, reduce sedimentation",NULL,"increase cooperation and coordination, education and outreach",increase economic diversification ,CH,,,,,
235,578,Perdido Bay Community-Based Watershed Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,http://myescambia.com/sites/myescambia.com/files/pages/2013/Mar/RESTORE Advisory Committee/PerdidoFINAL.PDF#,geomorphological,NULL,yes,NULL,yes,protect and restore habitat,"reduce nutrient loading, reduce impacts to groundwater, reduce sedimentation",NULL,"increase cooperation and coordination, education and outreach",increase economic diversification ,CH,,,,,
236,579,Springs Coast Community-Based Watershed Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.nature.org/content/dam/tnc/nature/en/documents/SpringsCoastCommunity-BaseWatershedPlan2014_Final.pdf,geomorphological,NULL,yes,NULL,yes,protect and restore habitat,"reduce nutrient loading, reduce impacts to groundwater, reduce sedimentation",NULL,"increase cooperation and coordination, education and outreach",increase economic diversification ,CH,,,,,
237,580,St. Andrew/St. Joe Bays Community-Based Watershed Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.nature.org/content/dam/tnc/nature/en/documents/StAndrewBayStJoeBayCommunity-BaseWatershedPlan2014_Final.pdf,geomorphological,NULL,yes,NULL,yes,protect and restore habitat,"reduce nutrient loading, reduce impacts to groundwater, reduce sedimentation",NULL,"increase cooperation and coordination, education and outreach",increase economic diversification ,CH,,,,,
238,581,Charting Restoration: Gulf Restoration Priorities and Funded Projects Five Years After Deepwater Horizon,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.nature.org/media/gulfofmexico/charting-gulf-restoration-report.pdf#,GCR,NULL,yes,yes,yes,restore and conserve habitat priorities and projects,restore water quality priorities and projects,replenish and protect living coastal and marine resources priorities and projects,enhance community resilience priorities and projects,NULL,GCR,,,,,
239,582,Our Future Gulf Recommendation for Restoration in the Gulf of Mexico,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.nature.org/content/dam/tnc/nature/en/documents/our-future-gulf.pdf,GCR,NULL,yes,yes,yes,restore and conserve habitat ,protect water resources,restore and conserve living resources,"help the community benefit economically, ecologically, and socially ",NULL,GCR,,,,,
240,583,Charting the Gulf: Analyzing the Gaps in Long-term Monitoring of the Gulf of Mexico,2018-02-27,FL Fish and Wildlife Conservation Commission,https://oceanconservancy.org/wp-content/uploads/2017/05/Charting-the-Gulf.pdf#,GCR,NULL,NULL,NULL,yes,offshore are monitored less than inshore,NULL,"exisiting monitoring efforts can track recovery of injred natural resources, gaps in understnading of natural resources",NULL,NULL,GCR,,,,,
241,584,Bay-Walton Sector Plan Application to Bay County Florida for Long Term Master Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.co.bay.fl.us/DocumentCenter/View/572/Chapter-12-Bay-Walton-Sector-Plan,geopolitical,NULL,NULL,yes,yes,restore and protect habitat,protect water quality,protect resources and preserve ecosystem,"education and outreach, recreational opportunities",promote economic development,CP,,,,,
242,585,Florida Keys Water Quality Improvements Program - Program Management Plan (Final),2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.monroecounty-fl.gov/DocumentCenter/View/5316#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
243,586,Comprehensive Everglades Restoration Plan (CERP),2018-02-27,FL Fish and Wildlife Conservation Commission,http://141.232.10.32/docs/comp_plan_apr99/the-plan-complete_web.pdf#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
244,587,Comprehensive Everglades Restoration Plan (CERP) Central and Southern Florida Project 2010 Report to Congress,2018-02-27,FL Fish and Wildlife Conservation Commission,https://ufdcimages.uflib.ufl.edu/AA/00/06/49/51/00002/2010.pdf,geopolitical,NULL,yes,NULL,yes,accomplishments and next 5 years,accomplishments and next 5 years,accomplishments and next 5 years,accomplishments and next 5 years,accomplishments and next 5 years,REG,,,,,
245,588,"Sector Mobile Area Contingency Plan: Alabama, Mississippi, Northwest Florida",2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.glo.texas.gov/ost/acp/mobile/sectormobileacp.pdf#,GCR,NULL,NULL,NULL,yes,response actions,response actions,response actions,response actions,NULL,GCR,,,,,
246,589,Gulf of Mexico Initative Restoration Strategy,2018-02-27,FL Fish and Wildlife Conservation Commission,file:///C:/Users/emmas/Downloads/GulfRestorationStrategy_9-19-16.pdf,GCR,NULL,NULL,yes,yes,restore habitat,improve water quality and conserve water,restore ecosystems,NULL,NULL,GCR,,,,,
247,590,"Integrated Natural Resource Management Plan 2010-2014 MacDill Air Force Base, Florida",2018-02-27,FL Fish and Wildlife Conservation Commission,na,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
248,591,Integrated Natural Resource Management Plan Eglin Air Force Base,2018-02-27,FL Fish and Wildlife Conservation Commission,https://apps.dtic.mil/dtic/tr/fulltext/u2/a616715.pdf,geopolitical,NULL,yes,yes,yes,"fire management, habitat restoration, forest management",NULL,"wildlife support, invasive species management, ecological monitoring, protected species management",recreation management,NULL,REG,,,,,
249,592,Integrated Natural Resources Management Plan - Tyndall Air Force Base,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.tyndall.af.mil/Portals/107/documents/AFD-150126-025.pdf?ver=2016-02-17-113721-847#,geomorphological,NULL,NULL,NULL,yes,"wildfire management, restore and protect habitat, maintain barrier island environments",NULL,"protect natural resources, protect imperiled species",provide recreational opportunities,NULL,BI,,,,,
250,593,Environmental Quality of the Pensacola Bay System: A Retrospective Review for Future Resource Management and Rehabilitation,2018-02-27,FL Fish and Wildlife Conservation Commission,https://nepis.epa.gov/Exe/ZyPDF.cgi/P100PHBM.PDF?Dockey=P100PHBM.PDF#,geomorphological,NULL,NULL,NULL,yes,"climate change review, shoreline modifications, habitat restoration",water quality review,"biodiveristy review, wildlife health review, resource management",public health and environmental education,economic value review,CH,,,,,
251,594," Comprehensive Conservation Plan and Environmental Assessment Pine Island, Matlacha Pass, Island Bay, and Caloosahatchee National Wildlife Refuges - Charlotte and Lee Counties, Florida",2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.fws.gov/uploadedFiles/Region_4/NWRS/Zone_2/JN_Ding_Darling_Complex/JN_Ding_Darling/Ding Darling Satellite Refuges Draft CCP.pdf#,geomorphological,NULL,yes,yes,yes,"climate change, protect cultural resources",water quality and quantity and timing of flow,"protect imperiled species, remove invasive species, maintain diversity",education and outreach,NULL,CH,,,,,
252,595,Chassahowitzka National Wildlife Refuge Comprehensive Conservation Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.fws.gov/southeast/planning/PDFdocuments/ChassFinalCCP/ChassFinalCCPsigsCoveredForWeb.pdf#,geomorphological,NULL,yes,yes,yes,habitat management and restoration,water quality and quantity  ,"protect imperlied species, resource protection, population management",education and outreach,NULL,CH,,,,,
253,596,Florida Panther National Wildlife Refuge Comprehensive Conservation Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.fws.gov/uploadedFiles/FL Panther CCP 2000 final (link in CCP page).pdf#,geopolitical,NULL,yes,yes,yes,"fire management, manage and restore habitat",manage hydrologic conditions,"protect imperiled species, restore plant communities, restore and maintain and protect panther",education and outreach,NULL,CP,,,,,
254,597,J.N. “Ding” Darling National Wildlife Refuge Comprehensive Conservation Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://ecos.fws.gov/ServCat/DownloadFile/8237,geomorphological,NULL,yes,NULL,yes,"habitat diversity, climate change effects",water quality and quantitiy and timing of flow,"protect imperiled species, wildlife diversity, remove invasive species, protect wilderness",education and outreach,NULL,BI,,,,,
255,598,Lower Florida Keys National Wildlife Refuges Comprehensive Conservation Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.fws.gov/southeast/planning/PDFdocuments/Florida Keys FINAL/TheKeysFinalCCPFormatted.pdf#,geomorphological,NULL,yes,yes,yes,"maintain and restore habitat, fire management",water quality and quantity,"protect imperiled species, wilderness resource protection",education and outreach,NULL,BI,,,,,
256,599,Lower Suwannee & Cedar Keys National Wildlife Refuges Comprehensive Conservation Plans 2001,2018-02-27,FL Fish and Wildlife Conservation Commission,https://ecos.fws.gov/ServCat/Reference/Profile/1402#,geomorphological,NULL,yes,yes,yes,"protect and restore habitat, fire management",water quality and quantity,"surveys of vertebrates and invertebrates and plant species, GIS database, protect natural resources, remove invasive species, protect imperiled species",education and outreach,NULL,CH,,,,,
257,600,St. Marks National Wildlife Refuge: Comprehensive Conservation Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://ecos.fws.gov/ServCat/Reference/Profile/1495#,geomorphological,NULL,yes,yes,yes,protect and restore habitat ,water quality and quantity,"protect imperield species, protect wilderness, remove invasive species",education and outreach,NULL,CH,,,,,
258,601,St. Vincent National Wildlife Refuge Comprehensive Conservation Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.fws.gov/southeast/planning/PDFdocuments/St Vincent Final CCP/Web St Vincent CCP.pdf#,geomorphological,NULL,yes,yes,yes,"protect and restore habitat, fire management, habitat management plan",maintain water quality,"maintain viable populations of migratory birds and resident wildlife and fish, wildlife inventorying and monitoring plan, protect imperiled species, remove invasive species","education and outreach, recreational opportunities",NULL,BI,,,,,
259,602,Ten Thousand Islands National Wildlife Refuge Comprehensive Conservation Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://ecos.fws.gov/ServCat/Reference/Profile/1488#,geomorphological,NULL,yes,NULL,yes,protect and restore habitat,conduct water quality and hydrologic studies,"conserve and enhance and protect fish and wildlife resources, protect imperiled species, remove invasive species","recreational opportunties, education and outreach",NULL,CH,,,,,
260,603,"Choctawhatchee Beach Mouse, Perdido Key Beach Mouse, and Alabama Beach Mouse Recovery Plan",2018-02-27,FL Fish and Wildlife Conservation Commission,https://ntrl.ntis.gov/NTRL/dashboard/searchResults/titleDetail/PB2006113919.xhtml#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
261,604,"Florida Manatee Recovery Plan (Trichechus manatus latirostris), Third Revision",2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.fws.gov/northflorida/Manatee/Recovery Plan/2001_FWS_Florida_Manatee_Recovery_Plan.pdf#,geopolitical,NULL,yes,yes,yes,"protect, identify, evaluate, and monitor habitats",protect water quality,protect manatee,awareness and education,NULL,ST,,,,,
262,605,Gulf Sturgeon Recovery/Management Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.nmfs.noaa.gov/pr/pdfs/recovery/sturgeon_gulf.pdf#,GCR,NULL,NULL,NULL,yes,identify and protect habitat,water quality and quantity,protect and restore gulf sturgeon,education and outreach,NULL,GCR,,,,,
263,606,Perdido Key Beach Mouse (Peromyscus polionotus trissyllepsis): 5-Year Review Summary and Evaluation,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.fws.gov/panamacity/resources/PKBM_5_YearReviewFINAL.pdf#,geopolitical,NULL,yes,NULL,yes,restore and protect habitat,NULL,"list recovery criteria, updated information, revise recovery plan, genetic studies, translocation",education and outreach,NULL,REG,,,,,
264,607,Recovery Plan Caribbean Roseate Tern (Sterna dougallii),2018-02-27,FL Fish and Wildlife Conservation Commission,https://ecos.fws.gov/docs/recovery_plan/930924_v2.pdf#,GCR,NULL,NULL,NULL,yes,protect and manage habitat,NULL,protect and manage caribbean roseate tern populations ,education and outreach,NULL,GCR,,,,,
265,608,Recovery Plan for the Florida Salt Marsh Vole (Microtus pennsylvanicus dukecampbelli),2018-02-27,FL Fish and Wildlife Conservation Commission,https://ecos.fws.gov/docs/recovery_plan/970930d.pdf#,geopolitical,NULL,yes,NULL,yes,search for suitable unoccupied habitat,NULL,"protect existing population, captive breeding and reintroduction",NULL,NULL,REG,,,,,
266,609,Revised Recovery Plan for the U.S. Breeding Population of the Wood Stork,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.fws.gov/northflorida/WoodStorks/Documents/19970127_rpp_Wood-stork-recovery-plan-1997.pdf#,geopolitical,NULL,yes,NULL,yes,restore and enhance habitat,modify hydrologic regimes,protect wood stork,education and awareness,NULL,REG,,,,,
267,610,South Florida Multi-Species Recovery Plan and Implementation Update,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.fws.gov/verobeach/MSRPPDFs/Implementation.pdf,geopolitical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,REG,,,,,
268,611,St. Andrew Beach Mouse Recovery Plan (Peromyscus polionotus peninsularis) ,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.fws.gov/panamacity/resources/20101110_SABM_recov_plan_FINAL with signature.pdf#,geopolitical,NULL,NULL,NULL,yes,restore and protect habitat,NULL,protect and restore beach mouse ,education and outreach,NULL,REG,,,,,
269,612,"Atlantic Flyway Shorebird  Business Strategy: A Call to Action, Phase 1",2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.acjv.org/temp_ftp/shorebird_bus_strat_phase_1.pdf#,geopolitical,NULL,NULL,NULL,yes,protect and restore habitat,NULL,conserve shorebirds in the flyway,education and outreach,NULL,REG?,,,,,
270,613,Comprehensive Conservation Strategy for the Piping Plover (Charadrius melodus) in its Coastal Migration and Wintering Range in the Continental United States,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.fws.gov/midwest/endangered/pipingplover/pdf/CCSpiplNoApp2012.pdf#,geomorphological,NULL,yes,yes,yes,"protect, maintain, and enhance habitat",NULL,"protect, maintain, and restore piping plover",education and outreach,NULL,CH,,,,,
271,614,NAWMP Action Plan - A Companion Document to the 2012 North American Waterfowl Management Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.fws.gov/migratorybirds/pdf/management/NAWMP/2012NAWMPActionPlan.pdf#,geopolitical,NULL,NULL,NULL,yes,protect and restore habitat,improve water quality,"support for waterfowl conservation, harvest management strategies, increase adaptive capacity, integrate waterfowl management","establish human dimensions working group, education and outreach",NULL,REG?,,,,,
272,615,North American Waterfowl Management Plan 2012: People Conserving Waterfowl and Wetlands,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.fws.gov/migratorybirds/pdf/management/NAWMP/2012NAWMP.pdf#,geopolitical,NULL,NULL,yes,yes,protect and restore habitat,improve water quality,"support for waterfowl conservation, harvest management strategies, increase adaptive capacity, integrate waterfowl management","establish human dimensions working group, education and outreach",NULL,REG?,,,,,
273,616,Peninsular Florida Landscape Conservation Cooperative - Strategic Plan 2014-2018,2018-02-27,FL Fish and Wildlife Conservation Commission,https://lccnetwork.org/sites/default/files/Resources/PFLCC_strategic_plan_2014.pdf,geopolitical,NULL,NULL,yes,yes,manage and conserve habitat,NULL,"integrate science and conservation strategies across terrrestrail, coastal, and marine systems to enahble comprehensive planning for suitable landscapes",education and outreach,NULL,REG,,,,,
274,617,"Southeastern Coastal Plains-Caribbean Region Report, U.S. Shorebird Conservation Plan, Revision",2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.shorebirdplan.org/wp-content/uploads/2013/01/SECPCRRev02.pdf#,geopolitical,NULL,yes,yes,yes,"manage, maintain, and restore habitat",improve freshwater inputs,"maintain breeding populations, research goals",education and outreach,NULL,REG,,,,,
275,618,Status and Trends of Wetlands in the Conterminous United States 2004 to 2009,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.fws.gov/wetlands/Documents/Status-and-Trends-of-Wetlands-in-the-Conterminous-United-States-2004-to-2009.pdf#,geopolitical,NULL,NULL,NULL,yes,"deepwater habitats, upland categories",addition of descriptive categories for freshwater ponds,wetland definition and classification ,NULL,NULL,REG,,,,,
276,619,Vision for a Healthy Gulf of Mexico Watershed,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.fws.gov/gulfrestoration/pdf/VisionDocument.pdf#,goepolitcal,NULL,yes,yes,yess,conserve and protect habitats,"manage waters, improve water quality",restore resources and ecosystems,education and outreach,NULL,BW,,,,,
277,620,Green Sea Turtle (Chelonia mydas) 5-Year Review: Summary and Evaluation,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.nmfs.noaa.gov/pr/pdfs/species/greenturtle_5yearreview.pdf#,geomorphological,NULL,NULL,NULL,yes,updated habitat information,NULL,updated information on threatened breeding population,updated information on education and outreach,NULL,CH,,,,,
278,621,Hawksbill Sea Turtle (Eretmochelys imbricata) 5-Year Review: Summary and Evaluation,2018-02-27,FL Fish and Wildlife Conservation Commission,http://www.nmfs.noaa.gov/pr/pdfs/species/hawksbillseaturtle2013_5yearreview.pdf#,geomorphological,NULL,NULL,NULL,yes,updated habitat information,NULL,updated information on the hawksbill sea turtle,updated information on education and outreach,NULL,CH,,,,,
279,622,Leatherback Sea Turtle (Dermochelys coriacea) 5-Year Review: Summary and Evaluation,2018-02-27,FL Fish and Wildlife Conservation Commission,https://repository.library.noaa.gov/view/noaa/17029,geomorphological,NULL,NULL,NULL,yes,updated habitat information,NULL,updated infromation on the leatherback sea turtle,updated education and outreeach,NULL,CH,,,,,
280,623,"Recovery Plan for Leatherback Turtles (Dermochelys coriacea) in the U.S. Caribbean, Atlantic, and Gulf of Mexico",2018-02-27,FL Fish and Wildlife Conservation Commission,https://repository.library.noaa.gov/view/noaa/15994,geomorphological,NULL,yes,yes,yes,protect and manage habitat,water quality,protect and manage population,education and outreach,NULL,CH,,,,,
281,624,"Recovery Plan for the Hawksbill Turtle (Eretmochelys imbricata) in the U.S. Caribbean Sea, Atlantic Ocean, and Gulf of Mexico",2018-02-27,FL Fish and Wildlife Conservation Commission,https://repository.library.noaa.gov/view/noaa/15996,geomorphological,NULL,NULL,NULL,yes,protect and manage habitat,water quality,protect and manage population,education and outreach,NULL,CH,,,,,
282,625,Recovery Plan for the Northwest Atlantic Population of the Loggerhead Sea Turtle (Caretta caretta) Second Revision,2018-02-27,FL Fish and Wildlife Conservation Commission,https://repository.library.noaa.gov/view/noaa/3720,geomorphological,NULL,yes,yes,yes,protect and manage habitat,water quality,protect and manage population,education and outreach,NULL,CH,,,,,
283,626,Recovery Plan for U.S. Population of Atlantic Green Turtle (Chelonia mydas),2018-02-27,FL Fish and Wildlife Conservation Commission,https://repository.library.noaa.gov/view/noaa/15995,geomorphological,NULL,yes,yes,yes,protect and manage habitat,water quality,protect and manage population,education and outreach,NULL,CH,,,,,
284,627,Draft Bi-National Recovery Plan for the Kemp’s Ridley Sea Turtle (Lepidochelys kempii) Second Revision,2018-02-27,FL Fish and Wildlife Conservation Commission,https://repository.library.noaa.gov/view/noaa/4368,geomorphological,NULL,NULL,NULL,yes,protect and manage habitat,NULL,protect and manage population,education and outreach,NULL,CH,,,,,
285,628,"Science Plan in Support of Ecosystem Restoration, Preservation, and Protection in South Florida",2018-02-27,FL Fish and Wildlife Conservation Commission,http://sofia.usgs.gov/publications/reports/doi-science-plan/2005-DOI-Science-Plan-final.pdf#,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,
286,629,Southeast United States Regional Waterbird Conservation Plan,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.fws.gov/southeast/pdf/plan/southeast-united-states-waterbird-conservation-plan.pdf,geopolitical,NULL,yes,yes,yes,protect and manage habitat,water quality and quantity,protect and manage waterbirds,education and outreach,NULL,REG,,,,,
287,630,"Gulf Coast Vulnerability Assessment - Mangrove, Tidal Emergent Marsh, Barrier Islands, and Oyster Reef",2018-02-27,FL Fish and Wildlife Conservation Commission,https://lccnetwork.org/sites/default/files/Resources/gcva_11022015_finalreport_0.pdf,geomorphological,NULL,NULL,NULL,yes,NULL,NULL,"assess vulnerability of gulf of mexico ecosystems and selected species through an integrated assessment of sensitivity, exposure, and adaptive capacity",NULL,NULL,GCR,,,,,
288,631,Landscape Conservation and Climate Change Scenarios for the State of Florida - A Decision Support System for Strategic Conservation - Summary for Decision Makers,2018-02-27,FL Fish and Wildlife Conservation Commission,http://climatechange.lta.org/wp-content/uploads/cct/2015/03/FL-LCCclimatechangescenario.pdf#,geopolitical,NULL,yes,yes,yes,climate change effects and alternative futures,climate change effects and alternative futures,climate change effects and alternative futures,climate change effects and alternative futures,NULL,ST,,,,,
289,632,A Conservation Action Plan For the American Oystercatcher (Haematopus palliatus) for the Atlantic and Gulf Coasts of the United States v. 2.0,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.fws.gov/migratorybirds/pdf/management/focal-species/AmericanOystercatcher.pdf#,geomorphological,NULL,NULL,NULL,yes,"manage, identify, and protect habitat",NULL,manage and restore populations,education and outreach,NULL,CH,,,,,
290,633,Record of Decision for the Revised Land and Resource Management Plan for National Forests in Florida,2018-02-27,FL Fish and Wildlife Conservation Commission,https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fsbdev3_007281.pdf,geopolitical,NULL,NULL,NULL,yes,Decisions as to why the plan was approved,Decisions as to why the plan was approved,Decisions as to why the plan was approved,Decisions as to why the plan was approved,Decisions as to why the plan was approved,ST,,,,,
